Record_Type|State_Code|Station_Id|Travel_Dir|Travel_Lane|Year_Record|F_System|Num_Lanes|Sample_Type_Volume|Num_Lanes_Volume|Method_Volume|Sample_Type_Class|Num_Lanes_Class|Method_Class|Algorithm_Volume|Num_Classes|Sample_Type_Truck|Num_Lanes_Truck|Method_Truck|Calibration|Data_Retrieval|Type_Sensor_1|Type_Sensor_2|Primary_Purpose|LRS_Id|LRS_Point|Latitude|Longitude|SHRP_Id|Prev_Station_Id|Year_Established|Year_Discontinued|County_Code|Is_Sample|Sample_Id|NHS|Posted_Route_Signing|Posted_Signed_Route|Con_Route_Signing|Con_Signed_Route|Station_Location
S|13|000088|5|1|15|3U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|001211000900|  3240|33811370| 84392130|    |      |04|  |121|N|            |Y|2|00000019|3|00000009|SR9/US19/P'CHTREE RD N OF COLLIER RD @RR XING, ATL
S|13|000327|1|3|15|1U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|001211040300| 10075|33594500| 84497430|    |      |06|  |121|Y|040300108730|Y|1|00000085|0|        |I-85/SR403 BTWN FLAT SHOALS RD & I-285 MP66.95    
S|13|000186|3|1|15|4U|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|000893517831|  1420|33957200| 84286300|    |      |03|  |089|N|            |N|0|00000000|0|        |CS 517831/DUNWDY CLUB RD E OF MT VERNON RD, ATL   
S|12|860357|7|2|15|1R|4|T|4|3|H|4|3|F|15|N|0|0| |2|L|N|P|008607500000| 32509|26145850| 80481020|0000|000357|00|  |011|N|            |Y|1|00000075|3|00000093|SR93/I75,2 MI W OF US27,.6 MI W OF TOLL,BROWARD CO
S|13|000165|3|1|15|5U|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|000752001200|  1365|31126250| 83455840|    |      |03|09|075|N|            |N|0|00000000|0|        |CR12/COUNTY FARM RD S OF SR37 NR VULCAN PKY, ADEL 
S|13|000079|7|1|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000631005400| 10280|33600780| 84339760|    |      |02|  |063|N|            |N|3|00000054|0|        |SR54/JONESBORO RD N OF HARPER DR, MORROW          
S|13|000086|1|2|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|001211000900|   570|33786200| 84404430|    |      |00|  |121|N|            |Y|2|00000019|3|00000009|US19/SR9/14TH ST E OF N'SIDE DR @MCMILLAN ST, ATL 
S|13|000090|1|2|15|4U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|001351014100|  4360|33965770| 84225340|    |      |00|  |135|N|            |N|3|00000141|0|        |SR141/P'CHTREE PKY .15 MI S OF SPALDNG DR, NORCRSS
S|13|000327|5|2|15|1U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|001211040300| 10075|33594500| 84497430|    |      |06|  |121|Y|040300108730|Y|1|00000085|0|        |I-85/SR403 BTWN FLAT SHOALS RD & I-285 MP66.95    
S|13|000187|1|1|15|5U|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|001213249803|  1220|33864720| 84371580|    |      |03|09|121|N|            |N|0|00000000|0|        |CS249803 WIEUCA B/T ROSW'L & P'CHTREE RD/SR 141   
S|12|860357|7|4|15|1R|4|T|4|3|H|4|3|F|15|N|0|0| |2|L|N|P|008607500000| 32509|26145850| 80481020|0000|000357|00|  |011|N|            |Y|1|00000075|3|00000093|SR93/I75,2 MI W OF US27,.6 MI W OF TOLL,BROWARD CO
S|13|000176|3|1|15|1U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|002451041500| 12750|34442640| 81939500|    |      |03|  |245|Y|041500110190|Y|1|00000520|0|        |I-520/SR415 BTWN SR56SP & LANEY WALKER BLVD       
S|13|000080|1|1|15|3U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|000631000300| 10370|33567800| 84371930|    |      |00|  |063|N|            |Y|2|00000019|2|00000041|US19,41/SR3 TARA BLV @SHERWD FORST CEMETRY MP10&11
S|13|000086|5|2|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|001211000900|   570|33786200| 84404430|    |      |00|  |121|N|            |Y|2|00000019|3|00000009|US19/SR9/14TH ST E OF N'SIDE DR @MCMILLAN ST, ATL 
S|13|000090|5|1|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|001351014100|  4360|33965770| 84225340|    |      |00|  |135|N|            |N|3|00000141|0|        |SR141/P'CHTREE PKY .15 MI S OF SPALDNG DR, NORCRSS
S|13|000329|1|3|15|1U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|001211040700| 10775|33774540| 84495970|    |      |06|  |121|N|            |Y|1|00000285|0|        |I-285/SR407 BTWN I-20 & SR8 BANKHEAD HWY          
S|13|000330|7|1|15|2U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000591042200| 10200|33969430| 83420220|    |      |00|  |059|Y|042200110240|Y|3|00000422|3|00000008|SR422,8,10LO W OF PRINCE AVE/US129, ATHENS        
S|13|000187|5|1|15|5U|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|001213249803|  1220|33864720| 84371580|    |      |03|09|121|N|            |N|0|00000000|0|        |CS249803 WIEUCA B/T ROSW'L & P'CHTREE RD/SR 141   
S|12|860362|1|4|15|1U|4|T|4|3|H|4|3|F|15|N|0|0| |2|L|P|P|008607500000|  1255|25966690| 80350030|0000|000362|07|  |011|N|            |Y|1|00000075|3|00000093|SR-93/I-75, 0.78 MI N OF DADE CO/L, BROWARD CO.   
S|13|000177|3|2|15|1R|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|002651040200|  7450|33526640| 82889560|    |      |03|  |265|Y|040200104810|Y|1|00000020|0|        |I-20/SR402 E OF SR22, CRAWFORDVILLE, TALIAFERRO CO
S|13|000081|1|1|15|3U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|001211000900| 14390|33957780| 84364720|    |      |00|  |121|Y|000900117900|N|3|00000009|0|        |SR9 ROSWL RD N OF DALRYMPLE RD, FULTN CO MP13/14  
S|13|000087|3|2|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|001211004200|  1790|33706880| 84349450|    |      |03|  |121|Y|004200101470|Y|2|00000023|3|00000042|US23/SR42/MORELAND AVE N OF MCDONOUGH BLVD, ATL   
S|13|000091|5|2|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000671000300|  4220|33913800| 84497650|    |      |02|  |067|N|            |Y|2|00000041|3|00000003|COBB PKWY/US41/SR3 S OF FRANKLIN RD, MARIETTA     
S|13|000331|1|2|15|1U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|000891040200| 13415|33703030| 84146230|    |      |00|  |089|Y|040200112820|Y|1|00000020|3|00000402|I-20/SR402 BTWN PANOLA CR5150 & EVANS MILL CR6305 
S|13|000190|3|1|15|1U|2|T|2|3|H|2|3|F|15| |1|5|A|2|L|Q|P|002451040200|  5845|33527461| 82019060|    |      |03|  |245|Y|040200106170|Y|1|00000020|0|        |I-20/SR402 E OF I-520 @SC STATE LINE, AUGUSTA     
S|12|860362|5|3|15|1U|4|T|4|3|H|4|3|F|15|N|0|0| |2|L|P|P|008607500000|  1255|25966690| 80350030|0000|000362|07|  |011|N|            |Y|1|00000075|3|00000093|SR-93/I-75, 0.78 MI N OF DADE CO/L, BROWARD CO.   
S|13|000178|1|3|15|1U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|002151041100|  1180|32435980| 84926300|    |      |03|  |215|Y|041100100480|Y|1|00000185|0|        |I-185 1.1 MI N OF US27,280/VICTORY DR, COLUMBUS   
S|13|000081|1|2|15|3U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|001211000900| 14390|33957780| 84364720|    |      |00|  |121|Y|000900117900|N|3|00000009|0|        |SR9 ROSWL RD N OF DALRYMPLE RD, FULTN CO MP13/14  
S|13|000092|3|1|15|2U|5|T|5|3|H|5|3|F|15| |0|0| |2|L|P|P|001211040000|  6725|33904770| 84357900|    |      |00|  |121|N|            |Y|3|00000400|0|        |SR400 N OF GLENRIDGE CONN, ATL                    
S|13|000093|3|2|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000671028000| 11360|33926480| 84518710|    |      |00|  |067|N|            |Y|3|00000280|0|        |SR280/S COBB DR 0.4 MI S OF BARCLAY RD @DOBBNS AFB
S|13|000178|5|1|15|1U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|002151041100|  1180|32435980| 84926300|    |      |03|  |215|Y|041100100480|Y|1|00000185|0|        |I-185 1.1 MI N OF US27,280/VICTORY DR, COLUMBUS   
S|13|000190|7|2|15|1U|3|T|3|3|H|3|3|F|15| |1|0| |2|L|Q|P|002451040200|  5845|33527461| 82019060|    |      |03|  |245|Y|040200106170|Y|1|00000020|0|        |I-20/SR402 E OF I-520 @SC STATE LINE, AUGUSTA     
S|12|860362|5|4|15|1U|4|T|4|3|H|4|3|F|15|N|0|0| |2|L|P|P|008607500000|  1255|25966690| 80350030|0000|000362|07|  |011|N|            |Y|1|00000075|3|00000093|SR-93/I-75, 0.78 MI N OF DADE CO/L, BROWARD CO.   
S|13|000093|7|2|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000671028000| 11360|33926480| 84518710|    |      |00|  |067|N|            |Y|3|00000280|0|        |SR280/S COBB DR 0.4 MI S OF BARCLAY RD @DOBBNS AFB
S|13|000083|7|1|15|3U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|000971000600|  1915|33789904| 84624860|    |      |00|  |097|N|            |Y|3|00000006|0|        |SR6 THORNTN RD N OF MAXHM RD, LITHIA SPRGS, DOUGLS
S|13|000083|7|2|15|3U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|000971000600|  1915|33789904| 84624860|    |      |00|  |097|N|            |Y|3|00000006|0|        |SR6 THORNTN RD N OF MAXHM RD, LITHIA SPRGS, DOUGLS
S|13|000092|7|5|15|2U|5|T|5|3|H|5|3|F|15| |0|0| |2|L|P|P|001211040000|  6725|33904770| 84357900|    |      |00|  |121|N|            |Y|3|00000400|0|        |SR400 N OF GLENRIDGE CONN, ATL                    
S|13|000332|1|4|15|1U|6|T|6|3|H|6|3|F|15| |0|0| |2|L|P|P|000671040100| 10285|33991630| 84551830|    |      |00|  |067|Y|040100110160|Y|1|00000075|0|        |I-75/SR401 BTWN SR-5 SPUR & I-575                 
S|13|000183|5|1|15|3U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|0015310247CO|  1285|32615270| 83701170|    |      |03|  |153|Y|0247CO100460|N|3|000247CO|0|        |SR247CO/WATSON BLVD E OF US41/SR11, WARNER ROBINS 
S|13|000193|3|2|15|2U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|000891041000|  1020|33811040| 84260990|    |      |03|09|089|N|            |Y|2|00000078|3|00000410|US78/SR410 STONE MTN FWY B/T I-285 & N DRUID HILLS
S|12|860362|5|5|15|1U|5|T|5|3|H|5|3|F|15|N|0|0| |2|L|P|P|008607500000|  1296|25966690| 80350030|0000|000362|07|  |011|N|            |Y|1|00000075|3|00000093|SR-93/I-75, 0.78 MI N OF DADE CO/L, BROWARD CO.   
S|13|000099|5|1|15|1R|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|000351040100|  1870|33225930| 84075450|    |      |01|  |035|N|            |Y|1|00000075|0|        |I-75/SR401 N OF SR36 @COLWELL RD, JACKSON, MP 202 
S|13|000084|7|1|15|4U|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|000891004200| 11225|33800092| 84336657|    |      |00|09|089|N|            |N|3|00000042|0|        |SR42/BRIARCLF RD S OF JOHNSON RD NE, ATL MP12&13  
S|13|000094|7|2|15|1U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000511042100|   880|32033240| 81127630|    |      |00|  |051|Y|002100105090|Y|1|00000516|0|        |I-516/SR421 W OF SR204 & MONTGOMERY ST, SAVNANH   
S|13|000332|5|2|15|1U|6|T|6|3|H|6|3|F|15| |0|0| |2|L|P|P|000671040100| 10285|33991630| 84551830|    |      |00|  |067|Y|040100110160|Y|1|00000075|0|        |I-75/SR401 BTWN SR-5 SPUR & I-575                 
S|13|000096|3|1|15|5U|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|002452027400|   780|33385070| 82009260|    |      |00|  |245|N|            |N|0|00000000|0|        |CR274/PHINIZY RD W OF SR-56, AUGUSTA, RICHMND CO  
S|13|000195|1|1|15|1U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|001211040300| 17960|33672380| 84414340|    |      |03|  |121|N|            |Y|1|00000085|0|        |I-85/SR403 N OF SYLVAN RD @COFIELD DR, ATL        
S|13|000086|5|1|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|001211000900|   570|33786200| 84404430|    |      |00|  |121|N|            |Y|2|00000019|3|00000009|US19/SR9/14TH ST E OF N'SIDE DR @MCMILLAN ST, ATL 
S|13|000096|7|1|15|5U|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|002452027400|   780|33385070| 82009260|    |      |00|  |245|N|            |N|0|00000000|0|        |CR274/PHINIZY RD W OF SR-56, AUGUSTA, RICHMND CO  
S|12|860377|3|3|15|1U|4|T|4|3| |0|0| |15|N|0|0| |2|M|N|P|008609590000|  1070|26115940| 80321890|0000|000000|14|  |011|N|            |N|0|00000000|0|00000000|I-595  .5 miles west of SR 823/Flamingo Rd., Browa
S|13|000101|3|2|15|1U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|001211040200|  1680|33765245| 84512519|    |      |00|09|121|N|            |Y|1|00000020|0|        |I-20/SR402 0.9 MI E OF SR70 IN FULTN CO MP 49 & 50
S|13|000333|1|5|15|1U|5|T|5|3|H|5|3|F|15| |0|0| |2|P|L|P|000891040700|  7180|33876600| 84249600|    |      |00|  |089|N|            |Y|1|00000285|0|        |I-285/SR407 S OF CHAMBLEE-TUCKER NR HENDERSON MILL
S|13|000184|1|1|15|5R|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|002072027900|  1640|32891970| 83894390|    |      |03|  |207|N|            |N|0|00000000|0|        |CR279/MAYNARD'S MILL RD S OF CR55 SHI RD, MACN, GA
S|13|000195|5|3|15|1U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|001211040300| 17960|33672380| 84414340|    |      |03|  |121|N|            |Y|1|00000085|0|        |I-85/SR403 N OF SYLVAN RD @COFIELD DR, ATL        
S|13|000088|1|2|15|3U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|001211000900|  3240|33811370| 84392130|    |      |04|  |121|N|            |Y|2|00000019|3|00000009|SR9/US19/P'CHTREE RD N OF COLLIER RD @RR XING, ATL
S|13|000088|1|3|15|3U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|001211000900|  3240|33811370| 84392130|    |      |04|  |121|N|            |Y|2|00000019|3|00000009|SR9/US19/P'CHTREE RD N OF COLLIER RD @RR XING, ATL
S|13|000098|3|1|15|5U|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|000953098801|   225|31549380| 84162910|    |      |00|09|095|N|            |N|0|00000000|0|        |GAINES AVE 0.3 MI E OF OAKRDGE DR, ALBNY, DOUGHRTY
S|12|860384|7|1|15|3U|3|T|3|3|H|3|3|F|15|N|0|0| |2|L|P|P|008620000000|  4315|25985210| 80155360|0000|000000|15|  |011|N|            |Y|3|00000858|0|00000000|SR-858, Hallandale Beach Blvd, 0.1 MI E I-95, Brow
S|13|000102|3|1|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000951023400| 14645|31585770| 84212290|    |      |00|  |095|N|            |N|3|00000234|0|        |SR234 @FOREST GLEN DR, ALBANY, DOUGHRTY CO MP14&15
S|13|000098|7|1|15|5U|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|000953098801|   225|31549380| 84162910|    |      |00|09|095|N|            |N|0|00000000|0|        |GAINES AVE 0.3 MI E OF OAKRDGE DR, ALBNY, DOUGHRTY
S|12|860384|7|2|15|3U|3|T|3|3|H|3|3|F|15|N|0|0| |2|L|P|P|008620000000|  4315|25985210| 80155360|0000|000000|15|  |011|N|            |Y|3|00000858|0|00000000|SR-858, Hallandale Beach Blvd, 0.1 MI E I-95, Brow
S|13|000109|5|1|15|2U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|001211040000| 17385|34046980| 84303120|    |      |02|  |121|N|            |Y|2|00000019|3|00000400|US19/SR400 0.6 MI N OF MANSLL RD, ALPHRTTA MP17&18
S|13|000099|1|3|15|1R|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|000351040100|  1870|33225930| 84075450|    |      |01|  |035|N|            |Y|1|00000075|0|        |I-75/SR401 N OF SR36 @COLWELL RD, JACKSON, MP 202 
S|12|860384|7|3|15|3U|3|T|3|3|H|3|3|F|15|N|0|0| |2|L|P|P|008620000000|  4315|25985210| 80155360|0000|000000|15|  |011|N|            |Y|3|00000858|0|00000000|SR-858, Hallandale Beach Blvd, 0.1 MI E I-95, Brow
S|13|000196|3|2|15|1R|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|000971040200|  2370|33721490| 84878670|    |      |03|  |097|N|            |Y|1|00000020|0|        |I-20/SR402 W OF LIBERTY RD @TYSON RD, VILLA RICA  
S|13|000333|5|4|15|1U|4|T|4|3|H|4|3|F|15| |0|0| |2|P|L|P|000891040700|  7800|33867700| 84249500|    |      |00|  |089|N|            |Y|1|00000285|0|        |I-285/SR407 S OF CHAMBLEE-TUCKER NR HENDERSON MILL
S|13|000188|5|1|15|5U|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|000632050100|  1190|33488310| 84397790|    |      |03|  |063|N|            |N|0|00000000|0|        |CR501/THOMAS RD N OF SR54, JONESBORO, CLAYTON CO  
S|13|000088|5|2|15|3U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|001211000900|  3240|33811370| 84392130|    |      |04|  |121|N|            |Y|2|00000019|3|00000009|SR9/US19/P'CHTREE RD N OF COLLIER RD @RR XING, ATL
S|13|000334|1|1|15|1R|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|003131040100|  1420|34628050| 84972600|    |      |00|  |313|Y|040100100006|Y|1|00000075|0|        |I-75/SR401 N OF GORDN CO LINE @FENNEL DR, DALTON  
S|13|000189|3|1|15|3U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000671012000| 12260|33941110| 84526900|    |      |03|09|067|N|            |N|3|00000120|0|        |SR120 B/T COBB PKY/SR3 & FAIRGRND ST, MARIETTA    
S|13|000089|7|1|15|4U|1|T|1|3|H|1|3|F|15| |0|0| |2|L|P|P|000892515600|   320|33905360| 84310031|    |      |00|  |089|N|            |N|0|00000000|0|        |CR5156/CHAMBLEE DUNWDY RD N OF SR141 @COLT DR, ATL
S|13|000196|3|3|15|1R|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|000971040200|  2370|33721490| 84878670|    |      |03|  |097|N|            |Y|1|00000020|0|        |I-20/SR402 W OF LIBERTY RD @TYSON RD, VILLA RICA  
S|13|000100|5|4|15|1U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|000631040100|  7340|33598210| 84389270|    |      |00|  |063|N|            |Y|1|00000075|0|        |I-75/SR401 N OF US19,41 @RUDY'S LN, MP 236/237    
S|12|870031|7|1|15|3U|3|T|3|3|H|3|3|F|15|N|0|0| |2|L|P|P|008706000000|  2514|25778120| 80164860|0000|000031|49|  |086|N|            |N|2|00000041|3|00000A1A|SRA1A,MCARTHR CSWY,0.2MI W OF PALM ISL ENT,DADE CO
S|13|000190|7|1|15|1U|3|T|3|3|H|3|3|F|15| |1|5|A|2|L|Q|P|002451040200|  5845|33527461| 82019060|    |      |03|  |245|Y|040200106170|Y|1|00000020|0|        |I-20/SR402 E OF I-520 @SC STATE LINE, AUGUSTA     
S|13|000335|3|2|15|1R|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|002111040200| 15650|33555610| 83457760|    |      |08|  |211|Y|040200112310|Y|1|00000020|0|        |I-20/SR402: E OF US441/SR24, MADISON, MORGAN CO.  
S|13|000110|1|2|15|1U|3|T|3|3|H|3|3|F|15| |2|5|U|2|L|P|P|000211040800|  3310|32799370| 83721240|    |      |03|  |021|Y|040800102010|Y|1|00000475|0|        |I-475/SR408 S OF US-80/SR-22, MACON, MP 0 & 1     
S|12|870096|1|2|15|3U|2|T|2|3|H|2|3|F|15|N|0|0| |2|L|N|P|008724000000| 19899|25912700| 80226770|0000|000096|57|  |086|Y|872400001181|N|3|00000009|0|00000000|SR-9,0.4 MI SW OF BISCAYNE CANAL BRG,DADE CO.     
S|13|000193|3|3|15|2U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|000891041000|  1020|33811040| 84260990|    |      |03|09|089|N|            |Y|2|00000078|3|00000410|US78/SR410 STONE MTN FWY B/T I-285 & N DRUID HILLS
S|13|000196|7|3|15|1R|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|000971040200|  2370|33721490| 84878670|    |      |03|  |097|N|            |Y|1|00000020|0|        |I-20/SR402 W OF LIBERTY RD @TYSON RD, VILLA RICA  
S|13|000102|3|2|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000951023400| 14645|31585770| 84212290|    |      |00|  |095|N|            |N|3|00000234|0|        |SR234 @FOREST GLEN DR, ALBANY, DOUGHRTY CO MP14&15
S|13|000091|5|1|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000671000300|  4220|33913800| 84497650|    |      |02|  |067|N|            |Y|2|00000041|3|00000003|COBB PKWY/US41/SR3 S OF FRANKLIN RD, MARIETTA     
S|13|000337|1|1|15|1U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|001351040300| 15140|34036910| 84039040|    |      |10|  |135|Y|040300115380|Y|1|00000085|0|        |I-85 S OF I-85/I-985 SPLIT, SUWANEE, GWINNETT CO  
S|13|000110|5|1|15|1U|3|T|3|3|H|3|3|F|15| |2|5|U|2|L|P|P|000211040800|  3310|32799370| 83721240|    |      |03|  |021|Y|040800102010|Y|1|00000475|0|        |I-475/SR408 S OF US-80/SR-22, MACON, MP 0 & 1     
S|12|870096|5|2|15|3U|2|T|2|3|H|2|3|F|15|N|0|0| |2|L|P|P|008724000000| 19899|25912700| 80226770|0000|000096|57|  |086|Y|872400001181|N|3|00000009|0|00000000|SR-9,0.4 MI SW OF BISCAYNE CANAL BRG,DADE CO.     
S|13|000199|3|1|15|2U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|000891001000| 13155|33822660| 84158650|    |      |03|10|089|N|            |Y|2|00000078|3|00000010|US78/SR10 STONE MTN FWY B/T SR410 & HUGH HOWELL RD
S|13|000197|3|2|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000891004200|  8530|33768590| 84348920|    |      |03|09|089|N|            |Y|2|00000023|3|00000042|US23/SR42 B/T DEKLB AV & PONCE DE LEON, ATL, DEKLB
S|13|000103|1|1|15|5U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|001213222703|   570|33743860| 84373400|    |      |00|08|121|N|            |N|0|00000000|0|        |CS222703 (CHEROKEE AVE) IN FULTON CO              
S|13|000092|3|2|15|2U|5|T|5|3|H|5|3|F|15| |0|0| |2|L|P|P|001211040000|  6725|33904770| 84357900|    |      |00|  |121|N|            |Y|3|00000400|0|        |SR400 N OF GLENRIDGE CONN, ATL                    
S|15|000006|7|2|15|3U|3|T|3|3| |0|0| |13|T|0|0| |2|L|Z|P|000000009900| 20670|21380615|157939774|    |      |87|  |003|Y|00099x020250|N|4|00000099|4|00000099|Kamehameha Hwy at Kalauao Bridge  RT 99  MP 20.67 
S|13|000110|5|3|15|1U|3|T|3|3|H|3|3|F|15| |2|0| |2|L|P|P|000211040800|  3310|32799370| 83721240|    |      |03|  |021|Y|040800102010|Y|1|00000475|0|        |I-475/SR408 S OF US-80/SR-22, MACON, MP 0 & 1     
S|12|870108|3|2|15|1U|3|T|3|3|H|3|3|F|15|N|0|0| |2|L|P|P|008700400000|  5691|25810800| 80157330|0000|000108|62|  |086|N|            |Y|1|00000195|3|00000112|SR-112/I-195, 1 MI E OF SR-5/US-1, DADE CO.       
S|13|000200|1|2|15|1U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|001211040700|   410|33634030| 84490120|    |      |03|  |121|Y|040700100620|Y|1|00000285|0|        |I-285/SR407 N OF I-85 NR WASHINGTON RD, ATL       
S|13|000197|7|1|15|4U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000891004200|  8530|33768590| 84348920|    |      |03|09|089|N|            |Y|2|00000023|3|00000042|US23/SR42 B/T DEKLB AV & PONCE DE LEON, ATL, DEKLB
S|13|000199|7|1|15|2U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|000891001000| 13155|33822660| 84158650|    |      |03|10|089|N|            |Y|2|00000078|3|00000010|US78/SR10 STONE MTN FWY B/T SR410 & HUGH HOWELL RD
S|13|000109|3|3|15|2U|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|001211040000| 17385|34046980| 84303120|    |      |02|  |121|N|            |Y|2|00000019|3|00000400|US19/SR400 0.6 MI N OF MANSLL RD, ALPHRTTA MP17&18
S|12|870108|7|3|15|1U|3|T|3|3|H|3|3|F|15|N|0|0| |2|L|P|P|008700400000|  5691|25810800| 80157330|0000|000108|62|  |086|N|            |Y|1|00000195|3|00000112|SR-112/I-195, 1 MI E OF SR-5/US-1, DADE CO.       
S|15|000015|8|2|15|3U|2|T|2|3| |0|0| |13|T|0|0| |2|L|Z|P|000000009300| 12500|21458934|158203807|    |      |89|  |003|Y|00093x011930|Y|4|00000093|4|00000093|Farrington Hwy at Makaha Bridge RT 93  MP 12.50   
S|13|000111|1|3|15|1R|3|T|3|3|H|3|3|F|15| |0|0| |2|L|P|P|002251040100|  9895|32667800| 83744760|    |      |00|  |225|Y|040100109190|Y|1|00000075|0|        |I-75/SR401 0.56 MI N OF SR49, PEACH CO MP 149/150 
S|13|000112|3|1|15|2U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|001351031600|  1345|33962980| 84080810|    |      |02|  |135|Y|031600100820|Y|3|00000316|0|        |SR316 W OF SUGARLF PKY @HERRNGTN RD, LAWRENCEVLE  
S|13|000200|5|4|15|1U|4|T|4|3|H|4|3|F|15| |0|0| |2|L|P|P|001211040700|   410|33634030| 84490120|    |      |03|  |121|Y|040700100620|Y|1|00000285|0|        |I-285/SR407 N OF I-85 NR WASHINGTON RD, ATL       
S|15|0000S9|5|1|15|3U|1|T|1|3|H|1|3|F|13|B|1|5|C|2|P|L|R|000000001100|120980|19633585|155977454|1008|      |91|  |001|Y|00011x120450|N|4|00000011|4|00000011|QUEEN KAAHUMANU HWY RTE 11 AT MP 120.98           
S|13|000094|7|1|15|1U|2|T|2|3|H|2|3|F|15| |0|0| |2|L|P|P|000511042100|   880|32033240| 81127630|    |      |00|  |051|Y|002100105090|Y|1|00000516|0|        |I-516/SR421 W OF SR204 & MONTGOMERY ST, SAVNANH   
S|12|870137|7|2|15|2U|4|T|4|3|H|4|3|F|15|N|0|0| |2|L|P|P|008726000000| 29668|25925020| 80301900|0000|000137|89|  |086|N|            |Y|3|00000826|0|00000000|SR 826/PALMETTO XPWY,2600' E OF NW 67TH AV,DADE CO
